,LEAID,NAME,Graduation Rate,MZIP
10074,3904745,McComb Local,0.8910000000000001,45858
10075,3904747,Vanlue Local,0.95,45890
10076,3904749,Hardin Northern Local,0.963,45835
10077,3904750,Ridgemont Local,0.969,43340
10078,3904751,Riverdale Local,0.971,45867
10079,3904752,Upper Scioto Valley Local,0.918,45859
10080,3904754,Conotton Valley Union Local,0.952,44675
10081,3904757,Holgate Local,0.974,43527
10082,3904758,Liberty Center Local,1.0,43532
10083,3904759,Patrick Henry Local,0.924,43524
10084,3904761,Bright Local,0.947,45155
10085,3904762,Fairfield Local,0.971,45135
10086,3904763,Lynchburg-Clay Local,0.951,45142
10087,3904768,East Holmes Local,0.91,44654
10088,3904769,West Holmes Local,0.894,44654
10089,3904771,Monroeville Local,0.965,44847
10090,3904772,New London Local,0.924,44851
10091,3904773,South Central Local,0.969,44837
10092,3904774,Western Reserve Local,0.988,44826
10093,3904774,Western Reserve Local,1.0,44826
10094,3904839,Western Reserve Local,0.988,44401
10095,3904839,Western Reserve Local,1.0,44401
10096,3904776,Oak Hill Union Local,0.928,45656
10097,3904779,Edison Local,0.894,43930
10098,3904780,Indian Creek Local,0.919,43953
10099,3904782,Centerburg Local,0.962,43011
10100,3904783,Danville Local,0.949,43014
10101,3904785,Fredericktown Local,0.989,43019
10102,3904787,Kirtland Local,0.98,44094
10103,3904792,Dawson-Bryant Local,0.962,45638
10104,3904793,Fairland Local,0.983,45669
10105,3904794,Rock Hill Local,0.94,45638
10106,3904795,South Point Local,0.94,45680
10107,3904796,Symmes Valley Local,0.956,45696
10108,3904798,Johnstown-Monroe Local,0.97,43031
10109,3904799,Lakewood Local,0.901,43025
10110,3904800,Licking Heights Local,0.939,43062
10111,3904801,Licking Valley Local,0.949,43055
10112,3904802,North Fork Local,0.9,43080
10113,3904803,Northridge Local,0.965,43031
10114,3904803,Northridge Local,0.8290000000000001,43031
10115,3904873,Northridge Local,0.965,45414
10116,3904873,Northridge Local,0.8290000000000001,45414
10117,3904804,Southwest Licking Local,0.955,43062
10118,3904807,Benjamin Logan Local,0.985,43311
10119,3904808,Indian Lake Local,0.945,43333
10120,3904809,Riverside Local,0.882,43318
10121,3904809,Riverside Local,0.97,43318
10122,3910014,Riverside Local,0.882,44077
10123,3910014,Riverside Local,0.97,44077
10124,3904811,Avon Local,0.987,44011
10125,3904812,Avon Lake City,0.966,44012
10126,3904813,Clearview Local,0.875,44052
10127,3904814,Columbia Local,0.989,44028
10128,3904815,Firelands Local,0.937,44001
10129,3904816,Keystone Local,0.933,44050
10130,3904817,Midview Local,0.944,44044
10131,3904820,Anthony Wayne Local,0.971,43571
10132,3904821,Ottawa Hills Local,0.944,43606
10133,3904822,Springfield Local,0.929,43528
10134,3904822,Springfield Local,0.969,43528
10135,3904822,Springfield Local,0.953,43528
10136,3904837,Springfield Local,0.929,44442
10137,3904837,Springfield Local,0.969,44442
10138,3904837,Springfield Local,0.953,44442
10139,3905006,Springfield Local,0.929,44312
10140,3905006,Springfield Local,0.969,44312
10141,3905006,Springfield Local,0.953,44312
10142,3904823,Washington Local,0.8740000000000001,43606
10143,3904825,Jefferson Local,0.926,43162
10144,3904826,Jonathan Alder Local,0.98,43064
10145,3904827,Madison-Plains Local,0.981,43140
10146,3904829,Austintown Local Schools,0.929,44515
10147,3904830,Boardman Local,0.957,44512
10148,3904831,Canfield Local,0.977,44406
10149,3904832,Jackson-Milton Local,0.967,44451
10150,3904833,Lowellville Local,0.932,44436
10151,3904834,Poland Local,0.979,44514
10152,3904835,Sebring Local,0.8490000000000001,44672
10153,3904836,South Range Local,0.975,44406
10154,3904838,West Branch Local,0.935,44609
10155,3904841,Elgin Local,0.939,43302
10156,3904842,Pleasant Local,1.0,43302
10157,3904843,Ridgedale Local,0.897,43337
10158,3904844,River Valley Local,0.993,43314
10159,3904846,Black River Local,0.945,44880
10160,3904848,Cloverleaf Local,0.907,44254
10161,3904849,Highland Local,0.985,44256
10162,3904849,Highland Local,0.945,44256
10163,3904880,Highland Local,0.985,43334
10164,3904880,Highland Local,0.945,43334
10165,3904852,Meigs Local,0.8360000000000001,45769
10166,3904857,Parkway Local,0.903,45882
10167,3904858,St Henry Consolidated Local,0.986,45883
10168,3904859,Fort Recovery Local,0.985,45846
10169,3904861,Bethel Local,0.903,45371
10170,3904862,Miami East Local,0.991,45312
10171,3904863,Newton Local,0.958,45359
10172,3904865,Switzerland of Ohio Local,0.902,43793
10173,3904867,Brookville Local,0.933,45309
10174,3904868,Jefferson Township Local,0.897,45417
10175,3904869,Trotwood-Madison City,0.907,45426
10176,3904870,Mad River Local,0.811,45431
10177,3904871,New Lebanon Local,0.952,45345
10178,3904872,Northmont City,0.936,45322
10179,3904874,Valley View Local,0.966,45327
10180,3904875,Huber Heights City,0.879,45424
10181,3904877,Morgan Local,0.84,43756
10182,3904879,Cardington-Lincoln Local,0.915,43315
10183,3904881,Northmor Local,0.939,44833
10184,3904883,East Muskingum Local,0.956,43762
10185,3904884,Franklin Local,0.945,43734
10186,3904885,Maysville Local,0.966,43701
10187,3904887,Tri-Valley Local,0.958,43821
10188,3904888,West Muskingum Local,0.973,43701
10189,3904890,Noble Local,0.892,43779
10190,3904892,Benton Carroll Salem Local,0.962,43449
10191,3904893,Danbury Local,0.979,43440
10192,3904894,Genoa Area Local,0.935,43430
10193,3904899,Antwerp Local,0.958,45813
10194,3904900,Twin Valley Community Local,0.955,45381
10195,3904903,Wayne Trace Local,0.908,45851
10196,3904905,Northern Local,0.957,43076
10197,3904908,Logan Elm Local,0.922,43113
10198,3904909,Teays Valley Local,0.902,43103
10199,3904910,Westfall Local,0.912,43164
10200,3904912,Eastern Local School District,0.857,45613
10201,3904913,Scioto Valley Local,0.955,45661
10202,3904914,Waverly City,0.938,45690
10203,3904915,Western Local,0.93,45646
10204,3904917,Aurora City,0.983,44202
10205,3904918,Crestwood Local,0.93,44255
10206,3904919,Field Local,0.948,44260
10207,3904920,James A Garfield Local,0.929,44231
10208,3904921,Rootstown Local,0.928,44272
10209,3904922,Southeast Local,0.955,44266
10210,3904922,Southeast Local,0.957,44266
10211,3905058,Southeast Local,0.955,44606
10212,3905058,Southeast Local,0.957,44606
10213,3904923,Streetsboro City,0.895,44241
10214,3904924,Waterloo Local,0.9,44201
10215,3904926,Tri-County North Local,0.947,45338
10216,3904927,National Trail Local,0.963,45347
10217,3904928,Preble Shawnee Local,0.913,45311
10218,3904931,Columbus Grove Local,0.944,45830
10219,3904932,Continental Local,0.943,45831
10220,3904933,Jennings Local,0.958,45844
10221,3904934,Kalida Local,0.971,45853
10222,3904935,Leipsic Local,0.967,45856
10223,3904936,Miller City-New Cleveland Local,1.0,45864
10224,3904937,Ottawa-Glandorf Local,0.967,45875
10225,3904938,Ottoville Local,0.976,45876
10226,3904939,Pandora-Gilboa Local,0.977,45877
10227,3904941,Clear Fork Valley Local,0.978,44813
10228,3904943,Lexington Local,0.966,44904
10229,3904944,Lucas Local,0.955,44843
10230,3904946,Plymouth-Shiloh Local,0.981,44865
10231,3904947,Ontario Local,0.942,44906
10232,3904949,Adena Local,0.937,45628
10233,3904950,Huntington Local,0.8240000000000001,45601
10234,3904951,Paint Valley Local,0.885,45612
10235,3904953,Union-Scioto Local,0.93,45601
10236,3904954,Zane Trace Local,0.955,45601
10237,3904957,Woodmore Local,0.967,43416
10238,3904959,Bloom-Vernon Local,0.931,45682
10239,3904961,Green Local,0.8440000000000001,45629
10240,3904961,Green Local,0.941,45629
10241,3904961,Green Local,0.969,45629
10242,3905001,Green Local,0.8440000000000001,44232
10243,3905001,Green Local,0.941,44232
10244,3905001,Green Local,0.969,44232
10245,3905055,Green Local,0.8440000000000001,44677
10246,3905055,Green Local,0.941,44677
10247,3905055,Green Local,0.969,44677
10248,3904962,Minford Local,0.95,45653
10249,3904964,Valley Local,0.987,45648
10250,3904965,Washington-Nile Local,0.983,45663
10251,3904966,Wheelersburg Local,0.99,45694
10252,3904968,Seneca East Local,0.987,44807
10253,3904970,Hopewell-Loudon Local,1.0,44809
10254,3904971,New Riegel Local,1.0,44853
10255,3904976,Botkins Local,0.981,45306
10256,3904977,Fairlawn Local,0.965,45365
10257,3904978,Fort Loramie Local,0.968,45845
10258,3904979,Hardin-Houston Local,0.974,45333
10259,3904981,Russia Local,1.0,45363
10260,3904983,Canton Local,0.925,44707
10261,3904984,Fairless Local,0.992,44662
10262,3904985,Jackson Local,0.984,44646
10263,3904986,Lake Local,0.971,44685
10264,3904986,Lake Local,0.944,44685
10265,3905069,Lake Local,0.971,43447
10266,3905069,Lake Local,0.944,43447
10267,3904987,Louisville City,0.968,44641
10268,3904988,Marlington Local,0.917,44601
10269,3904989,Minerva Local,0.982,44657
10270,3904991,Osnaburg Local,0.922,44730
10271,3904993,Plain Local,0.939,44709
10272,3904994,Sandy Valley Local,0.913,44643
10273,3904995,Tuslaw Local,0.957,44647
10274,3904997,Woodridge Local,0.945,44264
10275,3904998,Copley-Fairlawn City,0.94,44321
10276,3904999,Coventry Local,0.903,44319
10277,3905002,Hudson City,0.972,44236
10278,3905003,Mogadore Local,0.985,44260
10279,3905004,Nordonia Hills City,0.98,44067
10280,3905005,Revere Local,0.971,44210
10281,3905007,Twinsburg City,0.985,44087
10282,3905009,Bloomfield-Mespo Local,0.813,44450
10283,3905011,Bristol Local,0.88,44402
10284,3905012,Brookfield Local,0.904,44403
10285,3905013,Champion Local,0.95,44483
10286,3905015,Mathews Local,0.937,44410
10287,3905016,Howland Local,0.925,44484
10288,3905017,Joseph Badger Local,0.941,44428
10289,3905018,Lakeview Local,0.973,44410
10290,3905019,Liberty Local,0.987,44505
10291,3905020,Lordstown Local,0.957,44481
10292,3905021,Maplewood Local,0.924,44410
10293,3905022,McDonald Local,0.952,44437
10294,3905023,Southington Local,0.974,44470
10295,3905024,LaBrae Local,0.967,44430
10296,3905025,Weathersfield Local,0.907,44440
10297,3905027,Garaway Local,0.96,44681
10298,3905028,Indian Valley Local,0.93,44629
10299,3905029,Strasburg-Franklin Local,0.978,44680
10300,3905030,Tuscarawas Valley Local,0.961,44656
10301,3905032,Fairbanks Local,0.979,43045
10302,3905033,North Union Local School District,0.957,43344
10303,3905039,Vinton County Local,0.901,45651
10304,3905041,Carlisle Local,0.99,45005
10305,3905042,Springboro Community City,0.968,45066
10306,3905043,Kings Local,0.95,45034
10307,3905044,Little Miami Local,0.97,45039
10308,3905045,Mason City,0.963,45040
10309,3905046,Wayne Local,0.934,45068
10310,3905048,Fort Frye Local,0.966,45715
10311,3905049,Frontier Local,0.875,45767
10312,3905051,Wolf Creek Local,0.967,45786
10313,3905053,Chippewa Local,1.0,44230
10314,3905054,Dalton Local,0.973,44618
10315,3905056,Norwayne Local,0.902,44217
10316,3905059,Triway Local,0.962,44691
10317,3905061,Edgerton Local,0.93,43517
10318,3905062,Edon Northwest Local,0.972,43518
10319,3905063,Millcreek-West Unity Local,0.981,43570
10320,3905064,North Central Local,0.941,43554
10321,3905065,Stryker Local,0.929,43557
10322,3905067,Eastwood Local,1.0,43450
10323,3905068,Elmwood Local,0.969,44817
10324,3905070,North Baltimore Local,0.979,45872
10325,3905071,Northwood Local Schools,0.968,43619
10326,3905072,Otsego Local,0.93,43402
10327,3905074,Mohawk Local,0.959,44882
10328,3906190,Adams County Ohio Valley Local,0.895,45693
10329,3906568,Gallia County Local,0.813,45658
10330,3906968,East Guernsey Local,0.937,43768
10331,3910000,Findlay City,0.915,45840
10332,3910001,Van Buren Local,0.929,45889
10333,3910002,Arcadia Local,0.936,44804
10334,3910003,Sidney City,0.865,45365
10335,3910004,Anna Local,0.981,45302
10336,3910005,Jackson Center Local,0.943,45334
10337,3910006,Salem City,0.918,44460
10338,3910007,Leetonia Exempted Village,0.952,44431
10339,3910008,Crestline Exempted Village,0.98,44827
10340,3910009,Shelby City,0.901,44875
10341,3910010,Miami Trace Local,0.951,43160
10342,3910011,Washington Court House City,0.8690000000000001,43160
10343,3910012,Mount Vernon City,0.8910000000000001,43050
10344,3910013,East Knox Local,0.8410000000000001,43028
10345,3910015,Painesville City Local,0.811,44077
10346,3910016,Orange City,0.914,44124
10347,3910017,Bedford City,0.8910000000000001,44146
10348,3910018,Warren Local,0.964,45784
10349,3910019,Marietta City,0.885,45750
10350,3910020,Clyde-Green Springs Exempted Village,0.945,43410
10351,3910021,Old Fort Local,0.978,44883
10352,3910022,Lincolnview Local,1.0,45891
10353,3910023,Van Wert City,0.932,45891
10354,3910024,Upper Sandusky Exempted Village,0.906,43351
10355,3910025,Kenton City,0.916,43326
10356,3910026,Clay Local,0.914,45662
10357,3910027,Portsmouth City,0.786,45662
10358,3910028,Rittman Exempted Village,0.969,44270
10359,3910029,Wadsworth City,0.965,44281
10360,3910030,Celina City,0.929,45822
10361,3910031,Marion Local,1.0,45860
10362,3910032,Wooster City,0.952,44691
10363,3600001,DOLGEVILLE CENTRAL SCHOOL DISTRICT,0.83,13329
10364,3600002,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,0.96,13456
10365,3600003,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,0.84,13652
10366,3600004,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,0.82,12303
10367,3600005,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,0.9,12025
10368,3600006,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,0.91,13320
10369,3600007,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,0.97,14855
10370,3600008,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,0.82,11772
10371,3600009,SARANAC CENTRAL SCHOOL DISTRICT,0.93,12981
10372,3600010,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,0.82,12043
10373,3600011,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,0.89,14572
10374,3600012,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,0.89,14715
10375,3600013,ONEIDA CITY SCHOOL DISTRICT,0.76,13421
10376,3600014,WATERLOO CENTRAL SCHOOL DISTRICT,0.83,13165
10377,3600015,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,0.95,14706
10378,3600016,AVERILL PARK CENTRAL SCHOOL DISTRICT,0.93,12018
10379,3600017,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,0.87,14813
10380,3600018,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,0.85,14757
10381,3600019,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,0.81,13411
10382,3600020,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,0.92,14821
10383,3600021,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,0.92,11935
10384,3600023,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,0.91,12748
10385,3600024,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,0.87,14719
10386,3600076,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,0.64,10002
10387,3600077,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,0.75,10001
10388,3600078,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,0.75,10025
10389,3600079,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,0.83,10035
10390,3600081,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,0.63,10027
10391,3600083,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,0.67,10033
10392,3600084,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,0.58,10451
10393,3600085,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,0.53,10473
10394,3600086,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,0.64,10456
10395,3600087,NEW YORK CITY GEOGRAPHIC DISTRICT #10,0.73,10458
10396,3600088,NEW YORK CITY GEOGRAPHIC DISTRICT #11,0.68,10469
10397,3600090,NEW YORK CITY GEOGRAPHIC DISTRICT #12,0.53,10459
10398,3600091,NEW YORK CITY GEOGRAPHIC DISTRICT #13,0.82,11238
10399,3600092,NEW YORK CITY GEOGRAPHIC DISTRICT #15,0.67,11201
10400,3600094,NEW YORK CITY GEOGRAPHIC DISTRICT #16,0.6,11221
10401,3600095,NEW YORK CITY GEOGRAPHIC DISTRICT #17,0.74,11213
10402,3600096,NEW YORK CITY GEOGRAPHIC DISTRICT #18,0.59,11236
10403,3600097,NEW YORK CITY GEOGRAPHIC DISTRICT #32,0.64,11221
10404,3600098,NEW YORK CITY GEOGRAPHIC DISTRICT #24,0.74,11368
10405,3600099,NEW YORK CITY GEOGRAPHIC DISTRICT #26,0.86,11361
10406,3600100,NEW YORK CITY GEOGRAPHIC DISTRICT #28,0.8,11435
10407,3600101,NEW YORK CITY GEOGRAPHIC DISTRICT #29,0.71,11428
10408,3600102,NEW YORK CITY GEOGRAPHIC DISTRICT #30,0.77,11101
10409,3600103,NEW YORK CITY GEOGRAPHIC DISTRICT #31,0.79,10301
10410,3600119,NEW YORK CITY GEOGRAPHIC DISTRICT #14,0.8,11206
10411,3600120,NEW YORK CITY GEOGRAPHIC DISTRICT #19,0.68,11207
10412,3600121,NEW YORK CITY GEOGRAPHIC DISTRICT #23,0.47,11233
10413,3600122,NEW YORK CITY GEOGRAPHIC DISTRICT #25,0.68,11354
10414,3600123,NEW YORK CITY GEOGRAPHIC DISTRICT #27,0.7,11416
10415,3600124,CANISTEO-GREENWOOD CSD,0.93,14823
10416,3600125,EASTPORT-SOUTH MANOR CSD,0.97,11949
10417,3600151,NEW YORK CITY GEOGRAPHIC DISTRICT #20,0.72,11209
10418,3600152,NEW YORK CITY GEOGRAPHIC DISTRICT #21,0.74,11224
10419,3600153,NEW YORK CITY GEOGRAPHIC DISTRICT #22,0.81,11234
10420,3601087,CENTRAL VALLEY CSD AT ILION-MOHAWK,0.73,13357
10421,3601107,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,0.81,13452
10422,3602340,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,0.85,13605
10423,3602370,ADDISON CENTRAL SCHOOL DISTRICT,0.87,14801
10424,3602400,AFTON CENTRAL SCHOOL DISTRICT,0.73,13730
10425,3602430,AKRON CENTRAL SCHOOL DISTRICT,0.01,14001
10426,3602460,ALBANY CITY SCHOOL DISTRICT,0.65,12207
10427,3602520,ALBION CENTRAL SCHOOL DISTRICT,0.87,14411
10428,3602550,ALDEN CENTRAL SCHOOL DISTRICT,0.91,14004
10429,3602580,ALEXANDER CENTRAL SCHOOL DISTRICT,0.87,14005
10430,3602670,ALEXANDRIA CENTRAL SCHOOL DISTRICT,0.92,13607
10431,3602700,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,0.9,14804
10432,3602730,WINDSOR CENTRAL SCHOOL DISTRICT,0.85,13865
10433,3602820,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,0.79,13131
10434,3602920,AMHERST CENTRAL SCHOOL DISTRICT,0.92,14226
10435,3602940,AMITYVILLE UNION FREE SCHOOL DISTRICT,0.75,11701
10436,3602970,AMSTERDAM CITY SCHOOL DISTRICT,0.7,12010
10437,3603000,ANDES CENTRAL SCHOOL DISTRICT,0.0,13731
10438,3603030,ANDOVER CENTRAL SCHOOL DISTRICT,0.79,14806
10439,3603060,SCHENEVUS CENTRAL SCHOOL DISTRICT,0.9,12155
10440,3603180,ARDSLEY UNION FREE SCHOOL DISTRICT,0.98,10502
10441,3603210,ARGYLE CENTRAL SCHOOL DISTRICT,0.94,12809
10442,3603240,ARKPORT CENTRAL SCHOOL DISTRICT,0.86,14807
10443,3603270,ARLINGTON CENTRAL SCHOOL DISTRICT,0.88,12540
10444,3603420,ATTICA CENTRAL SCHOOL DISTRICT,0.9,14011
10445,3603480,AUBURN CITY SCHOOL DISTRICT,0.72,13021
10446,3603630,AVOCA CENTRAL SCHOOL DISTRICT,0.92,14809
10447,3603660,AVON CENTRAL SCHOOL DISTRICT,0.9,14414
10448,3603720,BABYLON UNION FREE SCHOOL DISTRICT,0.94,11702
10449,3603810,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,0.9,13733
10450,3603840,BALDWIN UNION FREE SCHOOL DISTRICT,0.91,11510
10451,3603870,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,0.89,13027
10452,3603930,BALLSTON SPA CENTRAL SCHOOL DISTRICT,0.9,12020
10453,3603960,BARKER CENTRAL SCHOOL DISTRICT,0.97,14012
10454,3603990,BATAVIA CITY SCHOOL DISTRICT,0.89,14020
10455,3604050,BATH CENTRAL SCHOOL DISTRICT,0.93,14810
10456,3604080,BAY SHORE UNION FREE SCHOOL DISTRICT,0.81,11706
10457,3604110,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,0.95,11705
10458,3604140,BEACON CITY SCHOOL DISTRICT,0.81,12508
10459,3604200,BEAVER RIVER CENTRAL SCHOOL DISTRICT,0.91,13305
10460,3604290,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,0.84,12992
10461,3604350,BELFAST CENTRAL SCHOOL DISTRICT,0.88,14711
10462,3604370,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,0.83,13605
10463,3604530,BEMUS POINT CENTRAL SCHOOL DISTRICT,0.9,14712
10464,3604590,BERKSHIRE UNION FREE SCHOOL DISTRICT,0.0,12029
10465,3604620,BERLIN CENTRAL SCHOOL DISTRICT,0.73,12022
10466,3604650,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,0.93,12023
10467,3604710,BETHLEHEM CENTRAL SCHOOL DISTRICT,0.95,12054
10468,3604740,BETHPAGE UNION FREE SCHOOL DISTRICT,0.98,11714
10469,3604757,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,0.93,13776
10470,3604870,BINGHAMTON CITY SCHOOL DISTRICT,0.63,13901
10471,3604920,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,0.89,14469
10472,3605010,BOLTON CENTRAL SCHOOL DISTRICT,0.93,12814
10473,3605040,ADIRONDACK CENTRAL SCHOOL DISTRICT,0.82,13309
10474,3605220,BRADFORD CENTRAL SCHOOL DISTRICT,0.79,14815
10475,3605280,BRENTWOOD UNION FREE SCHOOL DISTRICT,0.69,11717
10476,3605310,BREWSTER CENTRAL SCHOOL DISTRICT,0.85,10509
10477,3605340,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,0.98,10510
10478,3605370,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,0.81,11932
10479,3605460,BRIGHTON CENTRAL SCHOOL DISTRICT,0.92,14618
10480,3605520,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),0.84,12180
10481,3605580,BROCKPORT CENTRAL SCHOOL DISTRICT,0.84,14420
10482,3605610,BROCTON CENTRAL SCHOOL DISTRICT,0.87,14716
10483,3605640,BRONXVILLE UNION FREE SCHOOL DISTRICT,1.0,10708
10484,3605670,BROOKFIELD CENTRAL SCHOOL DISTRICT,0.94,13314
10485,3605820,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,0.89,12916
10486,3605850,BUFFALO CITY SCHOOL DISTRICT,0.63,14202
10487,3605940,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,0.94,12019
10488,3606060,BYRAM HILLS CENTRAL SCHOOL DISTRICT,1.0,10504
10489,3606090,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,0.96,14416
10490,3606160,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,0.89,12413
10491,3606180,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,0.95,14423
10492,3606210,CAMBRIDGE CENTRAL SCHOOL DISTRICT,0.93,12816
10493,3606240,CAMDEN CENTRAL SCHOOL DISTRICT,0.89,13316
10494,3606300,CANAJOHARIE CENTRAL SCHOOL DISTRICT,0.86,13317
10495,3606330,CANANDAIGUA CITY SCHOOL DISTRICT,0.92,14424
10496,3606360,CANASERAGA CENTRAL SCHOOL DISTRICT,0.9,14822
10497,3606390,CANASTOTA CENTRAL SCHOOL DISTRICT,0.86,13032
10498,3606420,CANDOR CENTRAL SCHOOL DISTRICT,0.77,13743
10499,3606470,CANTON CENTRAL SCHOOL DISTRICT,0.83,13617
10500,3606500,SPACKENKILL UNION FREE SCHOOL DISTRICT,0.94,12603
10501,3606540,CARLE PLACE UNION FREE SCHOOL DISTRICT,0.96,11514
10502,3606570,CARMEL CENTRAL SCHOOL DISTRICT,0.89,12563
10503,3606630,CARTHAGE CENTRAL SCHOOL DISTRICT,0.82,13619
10504,3606660,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,0.85,14782
10505,3606690,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,0.91,13033
10506,3606720,CATSKILL CENTRAL SCHOOL DISTRICT,0.87,12414
10507,3606780,CAZENOVIA CENTRAL SCHOOL DISTRICT,0.97,13035
10508,3606840,CENTER MORICHES UNION FREE SCHOOL DISTRICT,0.93,11934
10509,3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,0.77,11722
10510,3606900,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,0.86,13036
10511,3606990,CHAPPAQUA CENTRAL SCHOOL DISTRICT,0.96,10514
10512,3607020,GRAND ISLAND CENTRAL SCHOOL DISTRICT,0.96,14072
10513,3607050,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,0.85,13750
10514,3607080,CHATEAUGAY CENTRAL SCHOOL DISTRICT,0.88,12920
10515,3607110,CHATHAM CENTRAL SCHOOL DISTRICT,0.87,12037
10516,3607170,CHAZY UNION FREE SCHOOL DISTRICT,0.82,12921
10517,3607230,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,0.85,14225
10518,3607260,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0.93,13901
10519,3607290,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,0.88,13901
10520,3607320,WESTHILL CENTRAL SCHOOL DISTRICT,0.9,13219
10521,3607380,CHESTER UNION FREE SCHOOL DISTRICT,0.92,10918
10522,3607470,CHITTENANGO CENTRAL SCHOOL DISTRICT,0.87,13037
10523,3607530,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,0.93,14428
10524,3607560,CINCINNATUS CENTRAL SCHOOL DISTRICT,0.87,13040
10525,3607590,CLARENCE CENTRAL SCHOOL DISTRICT,0.95,14031
10526,3607650,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,0.92,13624
10527,3607680,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,0.84,14225
10528,3607710,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,0.88,13690
10529,3607770,CLINTON CENTRAL SCHOOL DISTRICT,0.99,13323
10530,3607860,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,0.87,14433
10531,3607890,CLYMER CENTRAL SCHOOL DISTRICT,1.0,14724
10532,3607980,COHOES CITY SCHOOL DISTRICT,0.7,12047
10533,3608010,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,0.96,11724
10534,3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,0.92,13625
10535,3608130,COMMACK UNION FREE SCHOOL DISTRICT,0.97,11731
10536,3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,0.94,11716
10537,3608250,COOPERSTOWN CENTRAL SCHOOL DISTRICT,0.88,13326
10538,3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,0.9,13626
10539,3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,0.84,11726
10540,3608340,PEMBROKE CENTRAL SCHOOL DISTRICT,0.97,14036
10541,3608370,CORINTH CENTRAL SCHOOL DISTRICT,0.83,12822
10542,3608400,CORNING CITY SCHOOL DISTRICT,0.82,14870
