,LEAID,NAME,Graduation Rate,MZIP
4012,3119560,UMO N HO N NATION PUBLIC SCHS,0.45,68039
4013,3162950,CENTURA PUBLIC SCHOOLS,1.0,68824
4014,3169840,DORCHESTER PUBLIC SCHOOL,0.91,68343
4015,3170110,ELKHORN PUBLIC SCHOOLS,0.98,68022
4016,3170140,ELM CREEK PUBLIC SCHOOLS,1.0,68836
4017,3170220,ELWOOD PUBLIC SCHOOLS,0.86,68937
4018,3170440,FAIRBURY PUBLIC SCHOOLS,0.95,68352
4019,3170530,FALLS CITY PUBLIC SCHOOLS,0.94,68355
4020,3170650,FORT CALHOUN COMMUNITY SCHS,1.0,68023
4021,3170710,FREMONT PUBLIC SCHOOLS,0.84,68025
4022,3170800,GARDEN COUNTY SCHOOLS,1.0,69154
4023,3170980,GIBBON PUBLIC SCHOOLS,0.88,68840
4024,3171010,GILTNER PUBLIC SCHOOLS,1.0,68841
4025,3171100,GOTHENBURG PUBLIC SCHOOLS,0.99,69138
4026,3171220,GRETNA PUBLIC SCHOOLS,0.97,68028
4027,3171370,HAMPTON PUBLIC SCHOOLS,1.0,68843
4028,3171520,HARTINGTON NEWCASTLE PUBLIC SCHOOLS,0.59,68739
4029,3171550,HARVARD PUBLIC SCHOOLS,1.0,68944
4030,3171580,HASTINGS PUBLIC SCHOOLS,0.82,68901
4031,3171610,HAY SPRINGS PUBLIC SCHOOLS,0.92,69347
4032,3171730,HEMINGFORD PUBLIC SCHOOLS,0.89,69348
4033,3171820,HERSHEY PUBLIC SCHOOLS,0.89,69143
4034,3171940,HOLDREGE PUBLIC SCHOOLS,0.93,68949
4035,3172000,HOMER COMMUNITY SCHOOLS,1.0,68030
4036,3172150,HUMPHREY PUBLIC SCHOOLS,1.0,68642
4037,3172210,HYANNIS AREA SCHOOLS,1.0,69350
4038,3172335,JOHNSON-BROCK PUBLIC SCHOOLS,1.0,68378
4039,3172390,KEARNEY PUBLIC SCHOOLS,0.88,68845
4040,3172420,KENESAW PUBLIC SCHOOLS,1.0,68956
4041,3172570,KIMBALL PUBLIC SCHOOLS,0.89,69145
4042,3172720,LEIGH COMMUNITY SCHOOLS,1.0,68643
4043,3172780,LEWISTON CONSOLIDATED SCHOOLS,1.0,68380
4044,3172810,LEXINGTON PUBLIC SCHOOLS,0.92,68850
4045,3172840,LINCOLN PUBLIC SCHOOLS,0.82,68501
4046,3172990,LOOMIS PUBLIC SCHOOLS,1.0,68958
4047,3173050,LOUISVILLE PUBLIC SCHOOLS,0.95,68037
4048,3173090,LOUP CITY PUBLIC SCHOOLS,0.91,68853
4049,3173210,LYONS-DECATUR NORTHEAST SCHS,1.0,68038
4050,3173230,MADISON PUBLIC SCHOOLS,0.94,68748
4051,3173290,MALCOLM PUBLIC SCHOOLS,0.96,68402
4052,3173470,MC COOK PUBLIC SCHOOLS,0.96,69001
4053,3173500,MC COOL JUNCTION PUBLIC SCHS,1.0,68401
4054,3173590,MEAD PUBLIC SCHOOLS,1.0,68041
4055,3173600,MEDICINE VALLEY PUBLIC SCHOOLS,1.0,69025
4056,3173660,MERIDIAN PUBLIC SCHOOLS,0.9,68338
4057,3173710,MILFORD PUBLIC SCHOOLS,0.89,68405
4058,3173740,MILLARD PUBLIC SCHOOLS,0.93,68137
4059,3173800,MINATARE PUBLIC SCHOOLS,1.0,69356
4060,3173830,MINDEN PUBLIC SCHOOLS,0.98,68959
4061,3173890,MITCHELL PUBLIC SCHOOLS,0.92,69357
4062,3174040,MULLEN PUBLIC SCHOOLS,1.0,69152
4063,3174160,NEBRASKA CITY PUBLIC SCHOOLS,0.83,68410
4064,3174200,CONESTOGA PUBLIC SCHOOLS,0.96,68409
4065,3174220,NELIGH-OAKDALE SCHOOLS,0.92,68756
4066,3174340,NEWMAN GROVE PUBLIC SCHOOLS,1.0,68758
4067,3174370,NIOBRARA PUBLIC SCHOOLS,0.8,68760
4068,3174430,NORFOLK PUBLIC SCHOOLS,0.92,68702
4069,3174580,NORTHWEST PUBLIC SCHOOLS,0.97,68803
4070,3174640,OAKLAND CRAIG PUBLIC SCHOOLS,0.95,68045
4071,3174760,OGALLALA PUBLIC SCHOOLS,0.93,69153
4072,3174820,OMAHA PUBLIC SCHOOLS,0.78,68131
4073,3174850,O'NEILL PUBLIC SCHOOLS,0.88,68763
4074,3174940,ORD PUBLIC SCHOOLS,0.96,68862
4075,3175000,OSCEOLA PUBLIC SCHOOLS,0.95,68651
4076,3175030,OSMOND COMMUNITY SCHOOLS,0.92,68765
4077,3175060,OVERTON PUBLIC SCHOOLS,1.0,68863
4078,3175210,PALMYRA DISTRICT O R 1,1.0,68418
4079,3175270,PAPILLION LA VISTA COMMUNITY SCHOOLS,0.95,68046
4080,3175330,PAWNEE CITY PUBLIC SCHOOLS,1.0,68420
4081,3175360,PAXTON CONSOLIDATED SCHOOLS,0.94,69155
4082,3175390,PENDER PUBLIC SCHOOLS,1.0,68047
4083,3175510,PIERCE PUBLIC SCHOOLS,1.0,68767
4084,3175570,PLAINVIEW PUBLIC SCHOOLS,1.0,68769
4085,3175630,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.98,68059
4086,3175660,PLATTSMOUTH COMMUNITY SCHOOLS,0.96,68048
4087,3175690,PLEASANTON PUBLIC SCHOOLS,1.0,68866
4088,3175770,PONCA PUBLIC SCHOOLS,0.96,68770
4089,3175900,RALSTON PUBLIC SCHOOLS,0.9,68127
4090,3175930,RANDOLPH PUBLIC SCHOOLS,1.0,68771
4091,3175960,RAVENNA PUBLIC SCHOOLS,0.97,68869
4092,3175990,RED CLOUD COMMUNITY SCHOOLS,1.0,68970
4093,3176170,ROCK COUNTY PUBLIC SCHOOLS,1.0,68714
4094,3176380,SANDHILLS PUBLIC SCHOOLS,1.0,68833
4095,3176410,SARGENT PUBLIC SCHOOLS,1.0,68874
4096,3176450,SCHUYLER COMMUNITY SCHOOLS,0.86,68661
4097,3176470,SCOTTSBLUFF PUBLIC SCHOOLS,0.91,69361
4098,3176560,SEWARD PUBLIC SCHOOLS,0.97,68434
4099,3176590,SHELBY - RISING CITY PUBLIC SCHOOLS,0.9,68662
4100,3176620,SHELTON PUBLIC SCHOOLS,0.96,68876
4101,3176650,SHICKLEY PUBLIC SCHOOLS,1.0,68436
4102,3176710,SIDNEY PUBLIC SCHOOLS,0.89,69162
4103,3176860,SO SIOUX CITY COMMUNITY SCHS,0.86,68776
4104,3176980,ST EDWARD PUBLIC SCHOOLS,0.92,68660
4105,3177180,SOUTHERN SCHOOL DIST 1,0.88,68466
4106,3177340,SUMNER-EDDYVILLE-MILLER SCHS,0.93,68878
4107,3177520,SUTTON PUBLIC SCHOOLS,0.96,68979
4108,3177550,SYRACUSE-DUNBAR-AVOCA SCHOOLS,0.93,68446
4109,3178020,VALENTINE COMMUNITY SCHOOLS,0.94,69201
4110,3178210,WAHOO PUBLIC SCHOOLS,0.93,68066
4111,3178240,WAKEFIELD PUBLIC SCHOOLS,0.95,68784
4112,3178260,WALLACE PUBLIC SCH DIST 65 R,1.0,69169
4113,3178300,WALTHILL PUBLIC SCHOOLS,0.57,68067
4114,3178450,WAUSA PUBLIC SCHOOLS,0.94,68786
4115,3178520,WAYNE COMMUNITY SCHOOLS,0.92,68787
4116,3178540,WEEPING WATER PUBLIC SCHOOLS,0.96,68463
4117,3178660,WESTSIDE COMMUNITY SCHOOLS,0.9,68114
4118,3178670,WHEELER CENTRAL SCHOOLS,1.0,68622
4119,3178720,WILBER-CLATONIA PUBLIC SCHOOLS,0.95,68465
4120,3178810,WINNEBAGO PUBLIC SCHOOLS,0.87,68071
4121,3178840,WINSIDE PUBLIC SCHOOLS,1.0,68790
4122,3178940,WOOD RIVER RURAL SCHOOLS,0.97,68883
4123,3178990,WYNOT PUBLIC SCHOOLS,1.0,68792
4124,3179050,YORK PUBLIC SCHOOLS,0.98,68467
4125,3179080,YUTAN PUBLIC SCHOOLS,1.0,68073
4126,5100060,ACCOMACK COUNTY,0.8909999999999999,23301
4127,5100090,ALBEMARLE COUNTY,0.936,22902
4128,5100120,ALEXANDRIA CITY,0.821,22314
4129,5100152,ALLEGHANY COUNTY,0.974,24457
4130,5100180,AMELIA COUNTY,0.978,23002
4131,5100210,AMHERST COUNTY,0.952,24521
4132,5100240,APPOMATTOX COUNTY,0.914,24522
4133,5100270,ARLINGTON COUNTY,0.933,22207
4134,5100300,AUGUSTA COUNTY,0.939,24482
4135,5100330,BATH COUNTY,0.935,24484
4136,5100360,BEDFORD COUNTY,0.921,24523
4137,5100390,BLAND COUNTY,0.957,24314
4138,5100420,BOTETOURT COUNTY,0.957,24090
4139,5100450,BRISTOL CITY,0.942,24201
4140,5100480,BRUNSWICK COUNTY,0.942,23868
4141,5100510,BUCHANAN COUNTY,0.883,24614
4142,5100540,BUCKINGHAM COUNTY,0.953,23921
4143,5100560,BUENA VISTA CITY,0.836,24416
4144,5100600,CAMPBELL COUNTY,0.943,24588
4145,5100660,CAROLINE COUNTY,0.895,22427
4146,5100690,CARROLL COUNTY,0.945,24343
4147,5100720,CHARLES CITY COUNTY,0.922,23030
4148,5100750,CHARLOTTE COUNTY,0.908,23923
4149,5100780,CHARLOTTESVILLE CITY,0.945,22903
4150,5100810,CHESAPEAKE CITY,0.94,23322
4151,5100840,CHESTERFIELD COUNTY,0.919,23832
4152,5100870,CLARKE COUNTY,0.976,22611
4153,5100930,COLONIAL BEACH,0.973,22443
4154,5100960,COLONIAL HEIGHTS CITY,0.868,23834
4155,5100990,COVINGTON CITY,0.868,24426
4156,5101020,CRAIG COUNTY,0.898,24127
4157,5101050,CULPEPER COUNTY,0.909,22701
4158,5101080,CUMBERLAND COUNTY,0.944,23040
4159,5101110,DANVILLE CITY,0.812,24543
4160,5101140,DICKENSON COUNTY,0.952,24228
4161,5101170,DINWIDDIE COUNTY,0.909,23841
4162,5101200,ESSEX COUNTY,0.959,22560
4163,5101260,FAIRFAX COUNTY,0.93,22042
4164,5101290,FALLS CHURCH CITY,0.953,22046
4165,5101320,FAUQUIER COUNTY,0.955,20186
4166,5101350,FLOYD COUNTY,0.98,24091
4167,5101380,FLUVANNA COUNTY,0.956,22963
4168,5101410,FRANKLIN CITY,0.9,23851
4169,5101440,FRANKLIN COUNTY,0.93,24151
4170,5101470,FREDERICK COUNTY,0.93,22604
4171,5101510,FREDERICKSBURG CITY,0.833,22401
4172,5101560,GALAX CITY,0.906,24333
4173,5101590,GILES COUNTY,0.908,24134
4174,5101620,GLOUCESTER COUNTY,0.927,23061
4175,5101650,GOOCHLAND COUNTY,0.981,23063
4176,5101690,GRAYSON COUNTY,0.991,24348
4177,5101710,GREENE COUNTY,0.943,22973
4178,5101740,GREENSVILLE COUNTY,0.944,23847
4179,5101770,HALIFAX COUNTY,0.93,24558
4180,5101800,HAMPTON CITY,0.961,23669
4181,5101830,HANOVER COUNTY,0.96,23005
4182,5101860,HARRISONBURG CITY,0.8809999999999999,22801
4183,5101890,HENRICO COUNTY,0.91,23223
4184,5101920,HENRY COUNTY,0.905,24078
4185,5101950,HIGHLAND COUNTY,1.0,24465
4186,5101980,HOPEWELL CITY,0.8,23860
4187,5102010,ISLE OF WIGHT COUNTY,0.925,23430
4188,5102070,KING AND QUEEN COUNTY,0.932,23085
4189,5102100,KING GEORGE COUNTY,0.958,22485
4190,5102120,KING WILLIAM COUNTY,0.905,23086
4191,5102160,LANCASTER COUNTY,0.914,22482
4192,5102190,LEE COUNTY,0.877,24263
4193,5102250,LOUDOUN COUNTY,0.968,20148
4194,5102280,LOUISA COUNTY,0.937,23117
4195,5102310,LUNENBURG COUNTY,0.8640000000000001,23944
4196,5102340,LYNCHBURG CITY,0.85,24505
4197,5102360,MANASSAS CITY,0.7759999999999999,20108
4198,5102370,MADISON COUNTY,0.947,22727
4199,5102390,MANASSAS PARK CITY,0.848,20111
4200,5102400,MARTINSVILLE CITY,0.946,24115
4201,5102430,MATHEWS COUNTY,0.945,23109
4202,5102460,MECKLENBURG COUNTY,0.918,23917
4203,5102490,MIDDLESEX COUNTY,0.925,23149
4204,5102520,MONTGOMERY COUNTY,0.943,24073
4205,5102580,NELSON COUNTY,0.884,22949
4206,5102610,NEW KENT COUNTY,0.931,23124
4207,5102640,NEWPORT NEWS CITY,0.945,23606
4208,5102670,NORFOLK CITY,0.87,23501
4209,5102710,NORTHAMPTON COUNTY,0.895,23405
4210,5102730,NORTHUMBERLAND COUNTY,0.972,22511
4211,5102760,NORTON CITY,1.0,24273
4212,5102790,NOTTOWAY COUNTY,0.9,23955
4213,5102820,ORANGE COUNTY,0.95,22960
4214,5102850,PAGE COUNTY,0.989,22835
4215,5102880,PATRICK COUNTY,0.928,24171
4216,5102910,PETERSBURG CITY,0.865,23805
4217,5102940,PITTSYLVANIA COUNTY,0.893,24531
4218,5102980,POQUOSON CITY,0.95,23662
4219,5103000,PORTSMOUTH CITY,0.897,23705
4220,5103030,POWHATAN COUNTY,0.954,23139
4221,5103060,PRINCE EDWARD COUNTY,0.8590000000000001,23901
4222,5103090,PRINCE GEORGE COUNTY,0.932,23875
4223,5103130,PRINCE WILLIAM COUNTY,0.931,20108
4224,5103150,PULASKI COUNTY,0.943,24301
4225,5103180,RADFORD CITY,0.97,24141
4226,5103210,RAPPAHANNOCK COUNTY,0.965,22747
4227,5103240,RICHMOND CITY,0.715,23219
4228,5103270,RICHMOND COUNTY,1.0,22572
4229,5103300,ROANOKE CITY,0.879,24031
4230,5103330,ROANOKE COUNTY,0.949,24019
4231,5103370,ROCKBRIDGE COUNTY,0.899,24450
4232,5103390,ROCKINGHAM COUNTY,0.944,22802
4233,5103420,RUSSELL COUNTY,0.934,24266
4234,5103460,SALEM CITY,0.941,24153
4235,5103480,SCOTT COUNTY,0.96,24251
4236,5103510,SHENANDOAH COUNTY,0.979,22664
4237,5103520,SMYTH COUNTY,0.963,24354
4238,5103600,SOUTHAMPTON COUNTY,0.934,23837
4239,5103640,SPOTSYLVANIA COUNTY,0.91,22407
4240,5103660,STAFFORD COUNTY,0.949,22554
4241,5103690,STAUNTON CITY,0.918,24401
4242,5103710,SUFFOLK CITY,0.8740000000000001,23439
4243,5103750,SURRY COUNTY,0.949,23883
4244,5103780,SUSSEX COUNTY,0.8740000000000001,23882
4245,5103810,TAZEWELL COUNTY,0.942,24651
4246,5103840,VIRGINIA BEACH CITY,0.942,23456
4247,5103870,WARREN COUNTY,0.974,22630
4248,5103900,WASHINGTON COUNTY,0.964,24210
4249,5103930,WAYNESBORO CITY,0.8590000000000001,22980
4250,5103950,WEST POINT,0.973,23181
4251,5103980,WESTMORELAND COUNTY,0.973,22520
4252,5104020,WILLIAMSBURG-JAMES CITY COUNTY,0.915,23187
4253,5104050,WINCHESTER CITY,0.892,22601
4254,5104080,WISE COUNTY,0.977,24293
4255,5104110,WYTHE COUNTY,0.936,24382
4256,5104150,YORK COUNTY,0.97,23692
4257,600001,Acton-Agua Dulce Unified,0.264,93510
4258,600003,California School for the Deaf-Fremont (State Special Schl),0.6579999999999999,94538
4259,600009,Cuyama Joint Unified,0.185,93254
4260,600011,Fort Sage Unified,0.914,96113
4261,600013,Rocklin Unified,0.96,95677
4262,600014,Hesperia Unified,0.893,92345
4263,600015,Lucerne Valley Unified,0.24,92356
4264,600016,Upland Unified,0.948,91786
4265,600017,Apple Valley Unified,0.879,92308
4266,600018,Mountain Valley Unified,0.882,96041
4267,600019,Dublin Unified,0.951,94568
4268,600020,Pleasanton Unified,0.974,94566
4269,600022,Mendota Unified,0.722,93640
4270,600025,Manhattan Beach Unified,0.99,90266
4271,600026,El Tejon Unified,0.899,93243
4272,600027,Lake Elsinore Unified,0.8740000000000001,92530
4273,600028,Temecula Valley Unified,0.938,92592
4274,600029,Murrieta Valley Unified,0.97,92562
4275,600032,Redondo Beach Unified,0.945,90278
4276,600033,Dos Palos Oro Loma Joint Unified,0.942,93620
4277,600034,Windsor Unified,0.877,95492
4278,600035,Farmersville Unified,0.861,93223
4279,600036,Natomas Unified,0.956,95834
4280,600037,Ferndale Unified,0.941,95536
4281,600038,Mattole Unified,0.723,95558
4282,600039,Delhi Unified,0.974,95315
4283,600040,Riverdale Joint Unified,0.947,93656
4284,600042,Warner Unified,0.657,92086
4285,600043,Scotts Valley Unified,0.952,95066
4286,600044,Healdsburg Unified,0.921,95448
4287,600045,Orland Joint Unified,0.926,95963
4288,600046,Gonzales Unified,0.944,93926
4289,600047,Tracy Joint Unified,0.904,95376
4290,600048,Paso Robles Joint Unified,0.897,93447
4291,600049,Coast Unified,0.875,93428
4292,600051,Gridley Unified,0.8540000000000001,95948
4293,600052,Eureka City Schools,0.878,95501
4294,600060,Hughson Unified,0.954,95326
4295,600061,Riverbank Unified,0.911,95367
4296,600062,Oakdale Joint Unified,0.8809999999999999,95361
4297,600063,Waterford Unified,0.887,95386
4298,600064,Porterville Unified,0.857,93257
4299,600065,Dinuba Unified,0.895,93618
4300,600067,Caruthers Unified,0.922,93609
4301,600068,Golden Valley Unified,0.8959999999999999,93636
4302,600069,Valley Center-Pauma Unified,0.903,92082
4303,600116,Chawanakee Unified,0.913,93643
4304,600134,SBE - New West Charter,0.989,90064
4305,600136,SBE - The School of Arts and Enterprise,0.929,91767
4306,600153,Alhambra Unified,0.946,91803
4307,600158,Turlock Unified,0.917,95381
4308,600159,Scott Valley Unified,0.918,96032
4309,600160,Yosemite Unified,0.872,93644
4310,601322,SBC - High Tech High,0.967,92106
4311,601331,Trinity Alps Unified,0.912,96093
4312,601332,Twin Rivers Unified,0.613,95660
4313,601339,Hamilton Unified,0.93,95951
4314,601409,Bishop Unified,0.893,93514
4315,601410,Lammersville Joint Unified,0.956,95391
4316,601414,Santa Barbara Unified,0.91,93101
4317,601415,Washington Unified,0.755,93706
4318,601415,Washington Unified,0.884,93706
4319,641580,Washington Unified,0.755,95691
4320,641580,Washington Unified,0.884,95691
4321,601418,Woodlake Unified,0.887,93286
4322,601421,Santa Paula Unified,0.958,93060
4323,601423,Exeter Unified,0.9,93221
4324,601425,SBE - Magnolia Science Academy Santa Ana,0.923,92703
4325,601426,Bonsall Unified,0.7959999999999999,92003
4326,601427,Penn Valley Union Elementary,0.8,95946
4327,601428,Wiseburn Unified,0.813,90245
4328,601435,SBE - Academia Avance Charter,0.956,90042
4329,601436,SBE - Olive Grove Charter,0.655,93255
4330,601441,SBE - Audeo Charter II,0.374,92121
4331,601442,Upper Lake Unified,0.753,95485
4332,601445,SBE - Grossmont Secondary,0.366,92121
4333,601447,SBE - Sweetwater Secondary,0.484,91910
4334,601620,ABC Unified,0.913,90703
4335,601650,Acalanes Union High,0.964,94549
4336,601710,Adelanto Elementary,0.317,92301
4337,601770,Alameda Unified,0.914,94501
4338,601860,Albany City Unified,0.924,94706
4339,602010,Alpaugh Unified,0.561,93201
4340,602430,Alvord Unified,0.898,92879
4341,602450,Amador County Unified,0.899,95642
4342,602630,Anaheim Union High,0.855,92803
4343,602670,West Sonoma County Union High,0.901,95472
4344,602700,Anderson Union High,0.9,96007
4345,602730,Anderson Valley Unified,0.857,95415
4346,602820,Antelope Valley Union High,0.775,93534
4347,602850,Antioch Unified,0.8009999999999999,94509
4348,602970,Arcadia Unified,0.981,91006
4349,603030,Northern Humboldt Union High,0.915,95519
4350,603180,Armona Union Elementary,0.684,93202
4351,603300,Atascadero Unified,0.943,93422
4352,603600,Azusa Unified,0.897,91702
4353,603690,Baldwin Park Unified,0.4589999999999999,91706
4354,603840,Banning Unified,0.6859999999999999,92220
4355,604020,Barstow Unified,0.805,92311
4356,604110,Bassett Unified,0.939,91746
4357,604230,Bear Valley Unified,0.8590000000000001,92315
4358,604290,Beaumont Unified,0.925,92223
4359,604440,Bellflower Unified,0.9,90706
4360,604620,Benicia Unified,0.963,94510
4361,604740,Berkeley Unified,0.861,94702
4362,604830,Beverly Hills Unified,0.955,90212
4363,604950,Big Pine Unified,1.0,93513
4364,605010,Big Valley Joint Unified,1.0,96009
4365,605040,Biggs Unified,1.0,95917
4366,605240,Black Oak Mine Unified,0.929,95634
4367,605280,Blochman Union Elementary,0.8540000000000001,93454
4368,605610,Bonita Unified,0.931,91773
4369,605700,Borrego Springs Unified,0.2339999999999999,92004
4370,605730,Bradley Union Elementary,0.11,93426
4371,605820,Brawley Union High,0.936,92227
4372,605880,Brea-Olinda Unified,0.965,92822
4373,605940,Bret Harte Union High,0.916,95221
4374,606270,Buckeye Union Elementary,1.0,95762
4375,606450,Burbank Unified,0.879,91506
4376,606570,Burton Elementary,0.8590000000000001,93257
4377,606580,Butte Valley Unified,0.81,96023
4378,606750,Byron Union Elementary,0.613,94514
4379,606780,Cabrillo Unified,0.929,94019
4380,606870,Calaveras Unified,0.9,95249
4381,606900,Calexico Unified,0.8390000000000001,92231
4382,606990,Calipatria Unified,0.948,92233
4383,607020,Calistoga Joint Unified,0.96,94515
4384,607230,Campbell Union High,0.8909999999999999,95124
4385,607260,Camptonville Elementary,0.973,95922
4386,607440,Capistrano Unified,0.905,92675
4387,607500,Carlsbad Unified,0.945,92009
4388,607530,Carmel Unified,0.964,93922
4389,607560,Carpinteria Unified,0.944,93013
4390,607800,Castro Valley Unified,0.95,94546
4391,607900,Center Joint Unified,0.8859999999999999,95843
4392,607920,Centinela Valley Union High,0.584,90260
4393,607970,Central Unified,0.86,93722
4394,608010,Central Union High,0.902,92243
4395,608130,Ceres Unified,0.852,95307
4396,608160,Chaffey Joint Union High,0.893,91762
4397,608190,Charter Oak Unified,0.959,91724
4398,608370,Chico Unified,0.887,95928
4399,608460,Chino Valley Unified,0.923,91710
4400,608550,Chowchilla Union High,0.856,93610
4401,608610,Chula Vista Elementary,0.938,91910
4402,608760,Claremont Unified,0.939,91711
4403,608970,Cloverdale Unified,0.867,95425
4404,609030,Clovis Unified,0.929,93611
4405,609070,Coachella Valley Unified,0.81,92274
4406,609120,Coalinga-Huron Unified,0.794,93210
4407,609390,Colton Joint Unified,0.863,92324
4408,609570,Colusa Unified,0.807,95932
4409,609620,Compton Unified,0.826,90221
4410,609640,Conejo Valley Unified,0.955,91362
4411,609690,Corcoran Joint Unified,0.888,93212
4412,609810,Corning Union High,0.898,96021
4413,609850,Corona-Norco Unified,0.938,92860
4414,609870,Coronado Unified,0.921,92118
4415,609940,Cotati-Rohnert Park Unified,0.753,94928
4416,610050,Covina-Valley Unified,0.963,91723
4417,610260,Culver City Unified,0.93,90232
4418,610350,Cutler-Orosi Joint Unified,0.8540000000000001,93647
4419,610620,Davis Joint Unified,0.931,95616
4420,610710,Dehesa Elementary,0.349,92019
